Program Version:,EnergyPlus, Version 25.1.0-c4ec94aef2, YMD=2025.07.17 21:22
Tabular Output Report in Format: ,Comma

Building:,Building 1
Environment:,CEA_DENVER_0509 (01-01:31-12) ** Denver Intl Ap CO USA TMY3 WMO#=725650

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,82.28,23.14,25.01
,Net Site Energy,82.28,23.14,25.01
,Total Source Energy,260.57,73.28,79.19
,Net Source Energy,260.57,73.28,79.19


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3555.99
,Net Conditioned Building Area,3290.34
,Unconditioned Building Area,265.65


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,Heating,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,18.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,52.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.94
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,82.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.94
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,GERMINATION:GERMINATION PTHP COOLING COIL,Coil:Cooling:DX:SingleSpeed,6855.9,2.42,8.26,8.75,8.52,8.3
<p>ANSI/AHRI ratings account for supply air fan heat and electric power.</p>
<ol>
  <li>EnergyPlus object type.</li>
  <li>
    Capacity less than 65K Btu/h (19050 W) - calculated as per AHRI Standard 210/240-2023.<br>
    Capacity of 65K Btu/h (19050 W) to less than 135K Btu/h (39565 W) - calculated as per AHRI Standard 340/360-2022.<br>
    Capacity from 135K (39565 W) to 250K Btu/hr (73268 W) - calculated as per AHRI Standard 365-2009 - Ratings not yet supported in EnergyPlus.
  </li>
  <li>
    SEER2 (User) is calculated using user-input PLF curve and cooling coefficient of degradation.<br>
    SEER2 (Standard) is calculated using the default PLF curve and cooling coefficient of degradation from the appropriate AHRI standard.
  </li>
  <li>Value for the Full Speed of the coil.</li>
</ol>


DX Cooling Coil ASHRAE 127 Standard Ratings Report

,,DX Cooling Coil Type,Rated Net Cooling Capacity Test A [W],Rated Electric Power Test A [W],Rated Net Cooling Capacity Test B [W],Rated Electric Power Test B [W],Rated Net Cooling Capacity Test C [W],Rated Electric Power Test C [W],Rated Net Cooling Capacity Test D [W],Rated Electric Power Test D [W]
,None,,,,,,,,,


Water-to-Air Heat Pumps at Rated Temperatures Report

,,Coil Type,Rated Total Capacity [W],Rated Sensible Capacity [W],Rated Power[W],Rated COP [W/W],Rated Air Dry-bulb Temperature [C],Rated Air Wet-bulb Temperature [C],Rated Water Temperature [C],Design Day used for Sizing
,None,,,,,,,,,


DX Heating Coils

,,DX Heating Coil Type,High Temperature Heating (net) Rating Capacity [W],Low Temperature Heating (net) Rating Capacity [W],HSPF [Btu/W-h],Region Number,Minimum Outdoor Dry-Bulb Temperature for Compressor Operation [C],Supplemental Heat High Shutoff Temperature [C],Airloop Name
,GERMINATION:GERMINATION PTHP HEATING COIL,Coil:Heating:DX:SingleSpeed,7615.6,4241.4,6.09,4,-8.00,21.00,N/A
ANSI/AHRI ratings account for supply air fan heat and electric power.


DX Heating Coils AHRI 2023

,,DX Heating Coil Type,High Temperature Heating (net) Rating Capacity [W],Low Temperature Heating (net) Rating Capacity [W],HSPF2 [Btu/W-h],Region Number,Minimum Outdoor Dry-Bulb Temperature for Compressor Operation [C],Airloop Name
,GERMINATION:GERMINATION PTHP HEATING COIL,Coil:Heating:DX:SingleSpeed,7686.3,4312.1,5.68,4,-8.00,N/A
ANSI/AHRI 2023 (HSPF2) ratings account for supply air fan heat and electric power.


Heating Coils

,,Type,Design Coil Load [W],Nominal Total Capacity [W],Nominal Efficiency [W/W],Used as Supplementary Heat,Airloop Name,Plantloop Name
,GERMINATION:GERMINATION PTHP HEATING COIL,Coil:Heating:DX:SingleSpeed,,7267.27,2.75,No,N/A,N/A
,GERMINATION:GERMINATION PTHP SUPP HEATING COIL,Coil:Heating:Electric,,1795.76,1.00,Yes,N/A,N/A
,NGA:LUNCH REHEAT COIL,Coil:Heating:Water,1610.38,1706.15,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:MENS REHEAT COIL,Coil:Heating:Water,1046.04,1108.24,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:WOMENS REHEAT COIL,Coil:Heating:Water,1029.74,1090.98,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:STORAGE REHEAT COIL,Coil:Heating:Water,1034.62,1096.15,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:OFFICE REHEAT COIL,Coil:Heating:Water,1124.62,1191.50,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:SERVICE REHEAT COIL,Coil:Heating:Water,1615.46,1711.53,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:TRANSPLANT REHEAT COIL,Coil:Heating:Water,3073.42,3256.19,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:CAS REHEAT COIL,Coil:Heating:Water,8134.38,8618.12,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:CLEANING REHEAT COIL,Coil:Heating:Water,1051.74,1114.30,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA VAV HEATING COIL,Coil:Heating:Water,18622.23,12332.08,-,No,NGA VAV,HOT WATER LOOP HOT WATER LOOP
,GA1F VAV HEATING COIL,Coil:Heating:Water,15709.68,16253.42,-,No,GA1F VAV,HOT WATER LOOP HOT WATER LOOP
,GA2F VAV HEATING COIL,Coil:Heating:Water,22517.36,23301.45,-,No,GA2F VAV,HOT WATER LOOP HOT WATER LOOP
,GA3F VAV HEATING COIL,Coil:Heating:Water,27080.90,28026.06,-,No,GA3F VAV,HOT WATER LOOP HOT WATER LOOP
Nominal values are gross at rated conditions, i.e., the supply air fan heat and electric power NOT accounted for.


Fans

,,Type,Total Efficiency [W/W],Delta Pressure [pa],Max Air Flow Rate [m3/s],Rated Electricity Rate [W],Rated Power Per Max Air Flow Rate [W-s/m3],Motor Heat In Air Fraction,Fan Energy Index,End Use Subcategory,Design Day Name for Fan Sizing Peak,Date/Time for Fan Sizing Peak,Purpose,Is Autosized,Motor Efficiency,Motor Heat to Zone Fraction,Motor Loss Zone Name,Airloop Name
,GERMINATION:GERMINATION PTHP SUPPLY FAN,Fan:OnOff,0.70,75.00,0.44,47.04,107.14,1.00,4.83,General,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:25:00,N/A,Yes,0.90,0.00,N/A,N/A
,NGA VAV SUPPLY FAN,Fan:VariableVolume,0.70,1000.00,1.00,1434.93,1428.57,1.00,1.56,General,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:21:00,N/A,Yes,0.90,0.00,N/A,NGA VAV
,GA1F VAV SUPPLY FAN,Fan:VariableVolume,0.70,1000.00,21.09,30132.73,1428.57,1.00,1.27,General,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 12:51:00,N/A,Yes,0.90,0.00,N/A,GA1F VAV
,GA2F VAV SUPPLY FAN,Fan:VariableVolume,0.70,1000.00,30.49,43561.86,1428.57,1.00,1.26,General,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:40:00,N/A,Yes,0.90,0.00,N/A,GA2F VAV
,GA3F VAV SUPPLY FAN,Fan:VariableVolume,0.70,1000.00,36.79,52563.53,1428.57,1.00,1.26,General,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:40:00,N/A,Yes,0.90,0.00,N/A,GA3F VAV


Pumps

,,Type,Control,Head [pa],Water Flow [m3/s],Electricity Rate [W],Power Per Water Flow Rate [W-s/m3],Motor Efficiency [W/W],End Use Subcategory,Is Autosized,Plantloop Name,Plantloop Branch Name
,HOT WATER LOOP HW SUPPLY PUMP,Pump:ConstantSpeed,Intermittent,179352.00,0.002290,585.07,255487.18,0.90,General,Yes,HOT WATER LOOP HOT WATER LOOP,HOT WATER LOOP HW SUPPLY INLET BRANCH
,CHILLED WATER LOOP CHW SUPPLY PUMP,Pump:ConstantSpeed,Intermittent,179352.00,0.058492,14943.84,255487.18,0.90,General,Yes,CHILLED WATER LOOP CHILLED WATER LOOP,CHILLED WATER LOOP CHW SUPPLY INLET BRANCH
,CHILLED WATER LOOP CNDW SUPPLY PUMP,Pump:VariableSpeed,Intermittent,179352.00,0.092214,23559.61,255487.18,0.90,General,Yes,CHILLED WATER LOOP CONDENSER WATER LOOP,CHILLED WATER LOOP CNDW SUPPLY INLET BRANCH


Service Water Heating

,,Type,Storage Volume [m3],Input [W],Thermal Efficiency [W/W],Recovery Efficiency [W/W],Energy Factor
,None,,,,,,


Chillers

,,Type,Reference Capacity[W],TypeReference Efficiency [W/W],Rated Capacity [W],Rated Efficiency [W/W],IPLV in SI Units [W/W],IPLV in IP Units [Btu/W-h],Minimum Part Load Ratio,Fuel Type,Rated Entering Condenser Temperature [C],Rated Leaving Evaporator Temperature [C],Reference Entering Condenser Temperature [C],Reference Leaving Evaporator Temperature [C],Design Size Reference Chilled Water Flow Rate [kg/s],Design Size Reference Condenser Fluid Flow Rate [kg/s],Plantloop Name,Plantloop Branch Name,Condenser Loop Name,Condenser Loop Branch Name,Heat Recovery Plantloop Name,Heat Recovery Plantloop Branch Name,Recovery Relative Capacity Fraction
,CEA_DENVER CHILLER,Chiller:Electric:EIR,1637607.20,3.20,1637607.20,3.20,3.04,3.02,0.00,Electricity,29.40,6.67,29.40,6.67,-99988800.10,-99575804.23,CHILLED WATER LOOP CHILLED WATER LOOP,CEA_DENVER CHILLER CHW BRANCH,CHILLED WATER LOOP CONDENSER WATER LOOP,CEA_DENVER CHILLER CNDW BRANCH,N/A,N/A,0.00


Boilers

,,Type,Reference Capacity [W],Reference Efficiency[W/W],Rated Capacity [W],Rated Efficiency [W/W],Minimum Part Load Ratio,Fuel Type,Parasitic Electric Load [W],Plantloop Name,Plantloop Branch Name
,CEA_DENVER BOILER,Boiler:HotWater,103650.57,0.80,103650.57,0.80,0.00,Electricity,0.00,HOT WATER LOOP HOT WATER LOOP,CEA_DENVER BOILER HW BRANCH


Cooling Towers and Fluid Coolers

,,Type,Fluid Type,Range [C],Approach [C],Design Fan Power [W],Design Inlet Air Wet-Bulb Temperature [C],Design Water Flow Rate [m3/s],Leaving Water Setpoint Temperature [C],Condenser Loop Name,Condenser Loop Branch Name
,MAIN TOWER,CoolingTower:SingleSpeed,WATER,5.50,3.90,22661.88,25.60,0.092214,29.50,CHILLED WATER LOOP CONDENSER WATER LOOP,MAIN TOWER CNDW BRANCH


PlantLoop or CondenserLoop

,,Type,Provides Heating,Provides Cooling,Maximum Loop Flow Rate [m3/s],Minimum Loop Flow Rate [m3/s]
,HOT WATER LOOP HOT WATER LOOP,PlantLoop,Yes,Yes,0.00,0.00
,CHILLED WATER LOOP CHILLED WATER LOOP,PlantLoop,Yes,Yes,0.06,0.00
,CHILLED WATER LOOP CONDENSER WATER LOOP,CondenserLoop,Yes,Yes,0.09,0.00


Air Terminals

,,Zone Name,Minimum Flow [m3/s],Minimum Outdoor Flow [m3/s],Supply Cooling Setpoint [C],Supply Heating Setpoint [C],Heating Capacity [W],Cooling Capacity [W],Type of Input Object,Heat/Reheat Coil Object Type,Chilled Water Coil Object Type,Fan Object Type,Fan Name,Primary Air Flow Rate [m3/s],Secondary Air Flow Rate [m3/s],Minimum Flow Schedule Name,Maximum Flow During Reheat [m3/s],Minimum Outdoor Flow Schedule Name
,GA1F:GA1F ATU,GA1F:GA1F,0.73,0.01,14.00,50.00,0.00,115570.59,AirTerminal:SingleDuct:VAV:NoReheat,,n/a,n/a,,21.09,n/a,n/a,0.00,n/a
,GA2F:GA2F ATU,GA2F:GA2F,0.72,0.01,14.00,50.00,0.00,166789.19,AirTerminal:SingleDuct:VAV:NoReheat,,n/a,n/a,,30.49,n/a,n/a,0.00,n/a
,GA3F:GA3F ATU,GA3F:GA3F,0.72,0.01,14.00,50.00,0.00,201232.28,AirTerminal:SingleDuct:VAV:NoReheat,,n/a,n/a,,36.79,n/a,n/a,0.00,n/a
,NGA:LUNCH ATU,NGA:LUNCH,0.01,0.03,14.00,50.00,1610.50,699.64,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.07,n/a,n/a,0.00,n/a
,NGA:MENS ATU,NGA:MENS,0.01,0.03,14.00,50.00,1046.08,424.65,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.04,n/a,n/a,0.00,n/a
,NGA:WOMENS ATU,NGA:WOMENS,0.01,0.03,14.00,50.00,1029.79,402.30,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.04,n/a,n/a,0.00,n/a
,NGA:STORAGE ATU,NGA:STORAGE,0.01,0.03,14.00,50.00,1034.67,413.01,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.04,n/a,n/a,0.00,n/a
,NGA:OFFICE ATU,NGA:OFFICE,0.01,0.03,14.00,50.00,1124.68,513.46,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.05,n/a,n/a,0.00,n/a
,NGA:SERVICE ATU,NGA:SERVICE,0.01,0.03,14.00,50.00,1615.57,576.03,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.06,n/a,n/a,0.00,n/a
,NGA:TRANSPLANT ATU,NGA:TRANSPLANT,0.04,0.07,14.00,50.00,3073.55,1488.18,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.15,n/a,n/a,0.00,n/a
,NGA:CAS ATU,NGA:CAS,0.15,0.27,14.00,50.00,8134.65,4365.19,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.43,n/a,n/a,0.00,n/a
,NGA:CLEANING ATU,NGA:CLEANING,0.02,0.04,14.00,50.00,1051.78,1222.59,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.12,n/a,n/a,0.00,n/a


Air Heat Recovery

,,Name,Input object type,Plate/Rotary,Sensible Effectiveness at 100% Heating Air Flow,Sensible Effectiveness at 100% Cooling Air Flow,Latent Effectiveness at 100% Heating Air Flow,Latent Effectiveness at 100% Cooling Air Flow,Exhaust Airflow [kg/s],Outdoor Airflow [kg/s]
,None,,,,,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,HVAC Sizing Summary
FOR:,Entire Facility
Space Sensible Cooling

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,None,,,,,,,,,,,,,,
The Design Load is the space sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Cooling

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,GA3F:GA3F,134154.85,201232.28,211.68,24.530,36.794,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:40:00,19.44,19.44,0.01167,27.05,0.01245,0.012,0.00
,GA2F:GA2F,111192.79,166789.19,175.45,20.329,30.493,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:40:00,19.44,19.44,0.01208,27.05,0.01245,0.012,0.00
,GA1F:GA1F,77047.06,115570.59,121.45,14.062,21.093,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 12:50:00,19.40,19.39,0.01273,26.34,0.01245,0.012,0.00
,GERMINATION:GERMINATION,1679.57,2519.36,48.03,0.293,0.439,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:25:00,19.49,19.53,0.00826,26.86,0.01245,0.001,0.00
,NGA:LUNCH,466.42,699.64,38.57,0.046,0.070,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 15:03:00,24.00,24.00,0.00975,27.25,0.01245,0.025,0.00
,NGA:MENS,283.10,424.65,22.84,0.028,0.042,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 14:17:00,24.00,24.00,0.01028,27.30,0.01245,0.026,0.00
,NGA:WOMENS,268.20,402.30,21.64,0.027,0.040,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 14:04:00,24.00,24.00,0.01037,27.30,0.01245,0.026,0.00
,NGA:STORAGE,275.34,413.01,22.22,0.027,0.041,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 14:03:00,24.00,24.00,0.01033,27.30,0.01245,0.026,0.00
,NGA:OFFICE,342.31,513.46,27.62,0.034,0.051,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:27:00,24.00,24.00,0.00997,26.88,0.01245,0.026,0.00
,NGA:SERVICE,384.02,576.03,31.76,0.038,0.057,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:32:00,24.00,24.00,0.01002,26.95,0.01245,0.025,0.00
,NGA:TRANSPLANT,992.12,1488.18,28.81,0.099,0.148,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 15:59:00,24.00,24.00,0.00982,26.40,0.01245,0.072,0.00
,NGA:CAS,2910.13,4365.19,22.20,0.289,0.434,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 14:25:00,24.00,24.00,0.01013,27.30,0.01245,0.273,0.00
,NGA:CLEANING,815.06,1222.59,46.83,0.081,0.122,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 13:52:00,24.00,24.00,0.00920,27.20,0.01245,0.036,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


Space Sensible Heating

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,None,,,,,,,,,,,,,,
The Design Load is the space sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Heating

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,GA3F:GA3F,0.00,0.00,0.00,0.000,0.012,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 16:03:00,18.20,18.55,0.01525,-17.40,0.00099,0.012,0.00
,GA2F:GA2F,0.00,0.00,0.00,0.000,0.012,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 11:23:00,18.44,19.38,0.01261,-17.40,0.00099,0.012,0.00
,GA1F:GA1F,0.00,0.00,0.00,0.000,0.012,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 11:23:00,18.44,19.38,0.01364,-17.40,0.00099,0.012,0.00
,GERMINATION:GERMINATION,1191.30,1786.94,34.07,0.037,0.056,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 10:16:00,18.48,18.44,0.00537,-17.40,0.00099,0.001,0.00
,NGA:LUNCH,1073.66,1610.50,88.79,0.036,0.053,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,20.00,20.00,0.00567,-17.40,0.00099,0.025,0.00
,NGA:MENS,697.39,1046.08,56.27,0.023,0.035,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,20.00,20.00,0.00561,-17.40,0.00099,0.026,0.00
,NGA:WOMENS,686.52,1029.79,55.39,0.023,0.034,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,20.00,20.00,0.00558,-17.40,0.00099,0.026,0.00
,NGA:STORAGE,689.78,1034.67,55.66,0.023,0.034,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,20.00,20.00,0.00559,-17.40,0.00099,0.026,0.00
,NGA:OFFICE,749.78,1124.68,60.50,0.025,0.037,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,20.00,20.00,0.00572,-17.40,0.00099,0.026,0.00
,NGA:SERVICE,1077.05,1615.57,89.07,0.036,0.054,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:16:00,20.00,20.00,0.00567,-17.40,0.00099,0.025,0.00
,NGA:TRANSPLANT,2049.03,3073.55,59.51,0.068,0.102,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:30:00,20.00,20.00,0.00594,-17.40,0.00099,0.072,0.00
,NGA:CAS,5423.10,8134.65,41.38,0.180,0.273,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:05:00,20.00,20.00,0.00568,-17.40,0.00099,0.273,0.00
,NGA:CLEANING,701.18,1051.78,40.28,0.023,0.036,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 00:04:00,20.00,20.00,0.00536,-17.40,0.00099,0.036,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


System Design Air Flow Rates

,,Calculated cooling [m3/s],User cooling [m3/s],Calculated heating [m3/s],User heating [m3/s],Adjusted cooling [m3/s],Adjusted heating [m3/s],Adjusted main [m3/s],Calculated Heating Air Flow Ratio [],User Heating Air Flow Ratio []
,NGA VAV,1.00,1.00,0.66,0.66,1.0044,1.0044,1.0044,1.0000,0.5000
,GA1F VAV,21.09,21.09,0.01,0.01,21.0929,6.3279,21.0929,0.3000,0.5000
,GA2F VAV,30.49,30.49,0.01,0.01,30.4933,9.1480,30.4933,0.3000,0.5000
,GA3F VAV,36.79,36.79,0.01,0.01,36.7945,11.0383,36.7945,0.3000,0.5000


Plant Loop Coincident Design Fluid Flow Rate Adjustments

,,Previous Design Volume Flow Rate [m3/s],Algorithm Volume Flow Rate [m3/s],Coincident Design Volume Flow Rate [m3/s],Coincident Size Adjusted,Peak Sizing Period Name,Peak Day into Period {TIMESTAMP}[day],Peak Hour Of Day {TIMESTAMP}[hr],Peak Step Start Minute {TIMESTAMP}[min]
,None,,,,,,,,


Coil Sizing Summary

