Program Version:,EnergyPlus, Version 25.1.0-c4ec94aef2, YMD=2025.07.02 12:31
Tabular Output Report in Format: ,Comma

Building:,Building 1
Environment:,CEA_DENVER_0509 (01-01:31-12) ** Denver Intl Ap CO USA TMY3 WMO#=725650

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,25586.46,7195.30,7776.23
,Net Site Energy,25586.46,7195.30,7776.23
,Total Source Energy,81032.33,22787.53,24627.31
,Net Source Energy,81032.33,22787.53,24627.31


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3555.99
,Net Conditioned Building Area,3290.34
,Unconditioned Building Area,265.65


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,Heating,140.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,3438.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,17198.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,714.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,3444.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,600.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,49.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,25586.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,GERMINATION:GERMINATION PTHP COOLING COIL,Coil:Cooling:DX:SingleSpeed,5123.6,2.42,8.26,8.75,8.52,8.3
<p>ANSI/AHRI ratings account for supply air fan heat and electric power.</p>
<ol>
  <li>EnergyPlus object type.</li>
  <li>
    Capacity less than 65K Btu/h (19050 W) - calculated as per AHRI Standard 210/240-2023.<br>
    Capacity of 65K Btu/h (19050 W) to less than 135K Btu/h (39565 W) - calculated as per AHRI Standard 340/360-2022.<br>
    Capacity from 135K (39565 W) to 250K Btu/hr (73268 W) - calculated as per AHRI Standard 365-2009 - Ratings not yet supported in EnergyPlus.
  </li>
  <li>
    SEER2 (User) is calculated using user-input PLF curve and cooling coefficient of degradation.<br>
    SEER2 (Standard) is calculated using the default PLF curve and cooling coefficient of degradation from the appropriate AHRI standard.
  </li>
  <li>Value for the Full Speed of the coil.</li>
</ol>


DX Cooling Coil ASHRAE 127 Standard Ratings Report

,,DX Cooling Coil Type,Rated Net Cooling Capacity Test A [W],Rated Electric Power Test A [W],Rated Net Cooling Capacity Test B [W],Rated Electric Power Test B [W],Rated Net Cooling Capacity Test C [W],Rated Electric Power Test C [W],Rated Net Cooling Capacity Test D [W],Rated Electric Power Test D [W]
,None,,,,,,,,,


Water-to-Air Heat Pumps at Rated Temperatures Report

,,Coil Type,Rated Total Capacity [W],Rated Sensible Capacity [W],Rated Power[W],Rated COP [W/W],Rated Air Dry-bulb Temperature [C],Rated Air Wet-bulb Temperature [C],Rated Water Temperature [C],Design Day used for Sizing
,None,,,,,,,,,


DX Heating Coils

,,DX Heating Coil Type,High Temperature Heating (net) Rating Capacity [W],Low Temperature Heating (net) Rating Capacity [W],HSPF [Btu/W-h],Region Number,Minimum Outdoor Dry-Bulb Temperature for Compressor Operation [C],Supplemental Heat High Shutoff Temperature [C],Airloop Name
,GERMINATION:GERMINATION PTHP HEATING COIL,Coil:Heating:DX:SingleSpeed,5691.4,3169.8,6.10,4,-8.00,21.00,N/A
ANSI/AHRI ratings account for supply air fan heat and electric power.


DX Heating Coils AHRI 2023

,,DX Heating Coil Type,High Temperature Heating (net) Rating Capacity [W],Low Temperature Heating (net) Rating Capacity [W],HSPF2 [Btu/W-h],Region Number,Minimum Outdoor Dry-Bulb Temperature for Compressor Operation [C],Airloop Name
,GERMINATION:GERMINATION PTHP HEATING COIL,Coil:Heating:DX:SingleSpeed,5744.2,3222.6,5.68,4,-8.00,N/A
ANSI/AHRI 2023 (HSPF2) ratings account for supply air fan heat and electric power.


Heating Coils

,,Type,Design Coil Load [W],Nominal Total Capacity [W],Nominal Efficiency [W/W],Used as Supplementary Heat,Airloop Name,Plantloop Name
,GERMINATION:GERMINATION PTHP HEATING COIL,Coil:Heating:DX:SingleSpeed,,5431.07,2.75,No,N/A,N/A
,GERMINATION:GERMINATION PTHP SUPP HEATING COIL,Coil:Heating:Electric,,1384.05,1.00,Yes,N/A,N/A
,NGA:LUNCH REHEAT COIL,Coil:Heating:Water,1607.17,1702.75,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:MENS REHEAT COIL,Coil:Heating:Water,1044.08,1106.17,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:WOMENS REHEAT COIL,Coil:Heating:Water,1027.72,1088.83,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:STORAGE REHEAT COIL,Coil:Heating:Water,1032.59,1094.00,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:OFFICE REHEAT COIL,Coil:Heating:Water,1122.60,1189.36,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:SERVICE REHEAT COIL,Coil:Heating:Water,1612.25,1708.12,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:TRANSPLANT REHEAT COIL,Coil:Heating:Water,3063.73,3245.93,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:CAS REHEAT COIL,Coil:Heating:Water,8078.00,8558.39,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA:CLEANING REHEAT COIL,Coil:Heating:Water,1004.82,1064.57,-,No,N/A,HOT WATER LOOP HOT WATER LOOP
,NGA VAV HEATING COIL,Coil:Heating:Water,17142.30,11352.03,-,No,NGA VAV,HOT WATER LOOP HOT WATER LOOP
,GA1F VAV HEATING COIL,Coil:Heating:Water,43345.98,44482.38,-,No,GA1F VAV,HOT WATER LOOP HOT WATER LOOP
,GA2F VAV HEATING COIL,Coil:Heating:Water,59172.92,60729.37,-,No,GA2F VAV,HOT WATER LOOP HOT WATER LOOP
,GA3F VAV HEATING COIL,Coil:Heating:Water,66557.02,68309.43,-,No,GA3F VAV,HOT WATER LOOP HOT WATER LOOP
Nominal values are gross at rated conditions, i.e., the supply air fan heat and electric power NOT accounted for.


Fans

,,Type,Total Efficiency [W/W],Delta Pressure [pa],Max Air Flow Rate [m3/s],Rated Electricity Rate [W],Rated Power Per Max Air Flow Rate [W-s/m3],Motor Heat In Air Fraction,Fan Energy Index,End Use Subcategory,Design Day Name for Fan Sizing Peak,Date/Time for Fan Sizing Peak,Purpose,Is Autosized,Motor Efficiency,Motor Heat to Zone Fraction,Motor Loss Zone Name,Airloop Name
,GERMINATION:GERMINATION PTHP SUPPLY FAN,Fan:OnOff,0.70,75.00,0.33,35.15,107.14,1.00,5.46,General,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 18:00:00,N/A,Yes,0.90,0.00,N/A,N/A
,NGA VAV SUPPLY FAN,Fan:VariableVolume,0.70,1000.00,0.92,1320.89,1428.57,1.00,1.58,General,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,N/A,Yes,0.90,0.00,N/A,NGA VAV
,GA1F VAV SUPPLY FAN,Fan:VariableVolume,0.70,1000.00,43.29,61842.91,1428.57,1.00,1.26,General,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,N/A,Yes,0.90,0.00,N/A,GA1F VAV
,GA2F VAV SUPPLY FAN,Fan:VariableVolume,0.70,1000.00,59.25,84648.85,1428.57,1.00,1.25,General,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,N/A,Yes,0.90,0.00,N/A,GA2F VAV
,GA3F VAV SUPPLY FAN,Fan:VariableVolume,0.70,1000.00,66.70,95288.75,1428.57,1.00,1.25,General,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,N/A,Yes,0.90,0.00,N/A,GA3F VAV


Pumps

,,Type,Control,Head [pa],Water Flow [m3/s],Electricity Rate [W],Power Per Water Flow Rate [W-s/m3],Motor Efficiency [W/W],End Use Subcategory,Is Autosized,Plantloop Name,Plantloop Branch Name
,HOT WATER LOOP HW SUPPLY PUMP,Pump:ConstantSpeed,Intermittent,179352.00,0.004547,1161.74,255487.18,0.90,General,Yes,HOT WATER LOOP HOT WATER LOOP,HOT WATER LOOP HW SUPPLY INLET BRANCH
,CHILLED WATER LOOP CHW SUPPLY PUMP,Pump:ConstantSpeed,Intermittent,179352.00,0.054560,13939.44,255487.18,0.90,General,Yes,CHILLED WATER LOOP CHILLED WATER LOOP,CHILLED WATER LOOP CHW SUPPLY INLET BRANCH
,CHILLED WATER LOOP CNDW SUPPLY PUMP,Pump:VariableSpeed,Intermittent,179352.00,0.086017,21976.14,255487.18,0.90,General,Yes,CHILLED WATER LOOP CONDENSER WATER LOOP,CHILLED WATER LOOP CNDW SUPPLY INLET BRANCH


Service Water Heating

,,Type,Storage Volume [m3],Input [W],Thermal Efficiency [W/W],Recovery Efficiency [W/W],Energy Factor
,None,,,,,,


Chillers

,,Type,Reference Capacity[W],TypeReference Efficiency [W/W],Rated Capacity [W],Rated Efficiency [W/W],IPLV in SI Units [W/W],IPLV in IP Units [Btu/W-h],Minimum Part Load Ratio,Fuel Type,Rated Entering Condenser Temperature [C],Rated Leaving Evaporator Temperature [C],Reference Entering Condenser Temperature [C],Reference Leaving Evaporator Temperature [C],Design Size Reference Chilled Water Flow Rate [kg/s],Design Size Reference Condenser Fluid Flow Rate [kg/s],Plantloop Name,Plantloop Branch Name,Condenser Loop Name,Condenser Loop Branch Name,Heat Recovery Plantloop Name,Heat Recovery Plantloop Branch Name,Recovery Relative Capacity Fraction
,CEA_DENVER CHILLER,Chiller:Electric:EIR,1527541.56,3.20,1527541.56,3.20,3.04,3.02,0.00,Electricity,29.40,6.67,29.40,6.67,-99988800.10,-99575804.23,CHILLED WATER LOOP CHILLED WATER LOOP,CEA_DENVER CHILLER CHW BRANCH,CHILLED WATER LOOP CONDENSER WATER LOOP,CEA_DENVER CHILLER CNDW BRANCH,N/A,N/A,0.00


Boilers

,,Type,Reference Capacity [W],Reference Efficiency[W/W],Rated Capacity [W],Rated Efficiency [W/W],Minimum Part Load Ratio,Fuel Type,Parasitic Electric Load [W],Plantloop Name,Plantloop Branch Name
,CEA_DENVER BOILER,Boiler:HotWater,205811.17,0.80,205811.17,0.80,0.00,Electricity,0.00,HOT WATER LOOP HOT WATER LOOP,CEA_DENVER BOILER HW BRANCH


Cooling Towers and Fluid Coolers

,,Type,Fluid Type,Range [C],Approach [C],Design Fan Power [W],Design Inlet Air Wet-Bulb Temperature [C],Design Water Flow Rate [m3/s],Leaving Water Setpoint Temperature [C],Condenser Loop Name,Condenser Loop Branch Name
,MAIN TOWER,CoolingTower:SingleSpeed,WATER,5.50,3.90,21138.74,25.60,0.086017,29.50,CHILLED WATER LOOP CONDENSER WATER LOOP,MAIN TOWER CNDW BRANCH


PlantLoop or CondenserLoop

,,Type,Provides Heating,Provides Cooling,Maximum Loop Flow Rate [m3/s],Minimum Loop Flow Rate [m3/s]
,HOT WATER LOOP HOT WATER LOOP,PlantLoop,Yes,Yes,0.00,0.00
,CHILLED WATER LOOP CHILLED WATER LOOP,PlantLoop,Yes,Yes,0.05,0.00
,CHILLED WATER LOOP CONDENSER WATER LOOP,CondenserLoop,Yes,Yes,0.09,0.00


Air Terminals

,,Zone Name,Minimum Flow [m3/s],Minimum Outdoor Flow [m3/s],Supply Cooling Setpoint [C],Supply Heating Setpoint [C],Heating Capacity [W],Cooling Capacity [W],Type of Input Object,Heat/Reheat Coil Object Type,Chilled Water Coil Object Type,Fan Object Type,Fan Name,Primary Air Flow Rate [m3/s],Secondary Air Flow Rate [m3/s],Minimum Flow Schedule Name,Maximum Flow During Reheat [m3/s],Minimum Outdoor Flow Schedule Name
,GA1F:GA1F ATU,GA1F:GA1F,0.73,0.01,14.00,50.00,0.00,261197.82,AirTerminal:SingleDuct:VAV:NoReheat,,n/a,n/a,,43.29,n/a,n/a,0.00,n/a
,GA2F:GA2F ATU,GA2F:GA2F,0.72,0.01,14.00,50.00,0.00,357536.66,AirTerminal:SingleDuct:VAV:NoReheat,,n/a,n/a,,59.25,n/a,n/a,0.00,n/a
,GA3F:GA3F ATU,GA3F:GA3F,0.72,0.01,14.00,50.00,0.00,402423.20,AirTerminal:SingleDuct:VAV:NoReheat,,n/a,n/a,,66.70,n/a,n/a,0.00,n/a
,NGA:LUNCH ATU,NGA:LUNCH,0.01,0.03,14.00,50.00,1607.80,617.60,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.06,n/a,n/a,0.00,n/a
,NGA:MENS ATU,NGA:MENS,0.01,0.03,14.00,50.00,1044.37,394.73,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.04,n/a,n/a,0.00,n/a
,NGA:WOMENS ATU,NGA:WOMENS,0.01,0.03,14.00,50.00,1028.00,373.02,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.04,n/a,n/a,0.00,n/a
,NGA:STORAGE ATU,NGA:STORAGE,0.01,0.03,14.00,50.00,1032.88,381.96,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.04,n/a,n/a,0.00,n/a
,NGA:OFFICE ATU,NGA:OFFICE,0.01,0.03,14.00,50.00,1122.91,475.98,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.05,n/a,n/a,0.00,n/a
,NGA:SERVICE ATU,NGA:SERVICE,0.01,0.03,14.00,50.00,1612.88,556.81,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.06,n/a,n/a,0.00,n/a
,NGA:TRANSPLANT ATU,NGA:TRANSPLANT,0.04,0.07,14.00,50.00,3064.69,1329.85,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.13,n/a,n/a,0.00,n/a
,NGA:CAS ATU,NGA:CAS,0.15,0.27,14.00,50.00,8080.06,4133.46,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.41,n/a,n/a,0.00,n/a
,NGA:CLEANING ATU,NGA:CLEANING,0.02,0.04,14.00,50.00,1005.23,1034.35,AirTerminal:SingleDuct:VAV:Reheat,COIL:HEATING:WATER,n/a,n/a,,0.10,n/a,n/a,0.00,n/a


Air Heat Recovery

,,Name,Input object type,Plate/Rotary,Sensible Effectiveness at 100% Heating Air Flow,Sensible Effectiveness at 100% Cooling Air Flow,Latent Effectiveness at 100% Heating Air Flow,Latent Effectiveness at 100% Cooling Air Flow,Exhaust Airflow [kg/s],Outdoor Airflow [kg/s]
,None,,,,,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,HVAC Sizing Summary
FOR:,Entire Facility
Space Sensible Cooling

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,None,,,,,,,,,,,,,,
The Design Load is the space sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Cooling

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,GA3F:GA3F,268282.13,402423.20,423.31,44.468,66.702,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,20.00,20.00,0.00810,26.39,0.01245,0.012,0.00
,GA2F:GA2F,238357.78,357536.66,376.09,39.503,59.254,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,20.00,20.00,0.00808,26.39,0.01245,0.012,0.00
,GA1F:GA1F,174131.88,261197.82,274.49,28.860,43.290,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,20.00,20.00,0.00811,26.39,0.01245,0.012,0.00
,GERMINATION:GERMINATION,1320.12,1980.17,37.75,0.219,0.328,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 18:00:00,20.00,20.00,0.00830,23.65,0.01244,0.001,0.00
,NGA:LUNCH,411.73,617.60,34.05,0.041,0.061,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 18:00:00,24.00,24.00,0.01000,23.65,0.01244,0.025,0.00
,NGA:MENS,263.15,394.73,21.23,0.026,0.039,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 17:00:00,24.00,24.00,0.01039,25.17,0.01245,0.026,0.00
,NGA:WOMENS,248.68,373.02,20.06,0.025,0.037,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 17:00:00,24.00,24.00,0.01052,25.17,0.01245,0.026,0.00
,NGA:STORAGE,254.64,381.96,20.55,0.025,0.038,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 17:00:00,24.00,24.00,0.01049,25.17,0.01245,0.026,0.00
,NGA:OFFICE,317.32,475.98,25.60,0.032,0.047,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,24.00,23.99,0.01004,26.39,0.01245,0.026,0.00
,NGA:SERVICE,371.20,556.81,30.70,0.037,0.055,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 16:00:00,24.00,23.99,0.01010,26.39,0.01245,0.025,0.00
,NGA:TRANSPLANT,886.57,1329.85,25.75,0.088,0.132,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 18:00:00,24.00,24.00,0.00992,23.65,0.01244,0.072,0.00
,NGA:CAS,2755.64,4133.46,21.02,0.274,0.411,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 17:00:00,24.00,23.99,0.01022,25.17,0.01245,0.273,0.00
,NGA:CLEANING,689.57,1034.35,39.62,0.069,0.103,DENVER INTL AP ANN CLG .4% CONDNS WB=>MDB,7/21 17:00:00,24.00,23.99,0.00939,25.17,0.01245,0.036,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


Space Sensible Heating

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,None,,,,,,,,,,,,,,
The Design Load is the space sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Heating

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,GA3F:GA3F,0.00,0.00,0.00,0.000,0.012,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 19:00:00,18.00,20.00,0.00796,-17.40,0.00099,0.012,0.00
,GA2F:GA2F,0.00,0.00,0.00,0.000,0.012,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 17:00:00,18.00,20.00,0.00806,-17.40,0.00099,0.012,0.00
,GA1F:GA1F,0.00,0.00,0.00,0.000,0.012,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,18.00,19.97,0.00995,-17.40,0.00099,0.012,0.00
,GERMINATION:GERMINATION,910.76,1366.14,26.05,0.028,0.042,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,18.00,17.99,0.00525,-17.40,0.00099,0.001,0.00
,NGA:LUNCH,1071.87,1607.80,88.64,0.035,0.053,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,20.00,19.99,0.00566,-17.40,0.00099,0.025,0.00
,NGA:MENS,696.24,1044.37,56.18,0.023,0.035,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,20.00,19.99,0.00561,-17.40,0.00099,0.026,0.00
,NGA:WOMENS,685.33,1028.00,55.30,0.023,0.034,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,20.00,19.99,0.00558,-17.40,0.00099,0.026,0.00
,NGA:STORAGE,688.58,1032.88,55.56,0.023,0.034,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,20.00,19.99,0.00559,-17.40,0.00099,0.026,0.00
,NGA:OFFICE,748.61,1122.91,60.40,0.025,0.037,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,20.00,19.99,0.00572,-17.40,0.00099,0.026,0.00
,NGA:SERVICE,1075.26,1612.88,88.92,0.036,0.053,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 03:00:00,20.00,19.99,0.00567,-17.40,0.00099,0.025,0.00
,NGA:TRANSPLANT,2043.13,3064.69,59.34,0.068,0.102,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 04:00:00,20.00,19.99,0.00593,-17.40,0.00099,0.072,0.00
,NGA:CAS,5386.71,8080.06,41.10,0.178,0.273,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 02:00:00,20.00,19.99,0.00567,-17.40,0.00099,0.273,0.00
,NGA:CLEANING,670.15,1005.23,38.50,0.022,0.036,DENVER INTL AP ANN HTG 99.6% CONDNS DB,12/21 01:00:00,20.00,19.99,0.00535,-17.40,0.00099,0.036,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


System Design Air Flow Rates

,,Calculated cooling [m3/s],User cooling [m3/s],Calculated heating [m3/s],User heating [m3/s],Adjusted cooling [m3/s],Adjusted heating [m3/s],Adjusted main [m3/s],Calculated Heating Air Flow Ratio [],User Heating Air Flow Ratio []
,NGA VAV,0.92,0.92,0.66,0.66,0.9246,0.9246,0.9246,1.0000,0.5000
,GA1F VAV,43.29,43.29,0.01,0.01,43.2900,12.9870,43.2900,0.3000,0.5000
,GA2F VAV,59.25,59.25,0.01,0.01,59.2542,17.7763,59.2542,0.3000,0.5000
,GA3F VAV,66.70,66.70,0.01,0.01,66.7021,20.0106,66.7021,0.3000,0.5000


Plant Loop Coincident Design Fluid Flow Rate Adjustments

,,Previous Design Volume Flow Rate [m3/s],Algorithm Volume Flow Rate [m3/s],Coincident Design Volume Flow Rate [m3/s],Coincident Size Adjusted,Peak Sizing Period Name,Peak Day into Period {TIMESTAMP}[day],Peak Hour Of Day {TIMESTAMP}[hr],Peak Step Start Minute {TIMESTAMP}[min]
,None,,,,,,,,


Coil Sizing Summary

